name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,UHR_1,UHR_2,UHR_3,HBR_1,HBR_2,HBR_3
ENST00000426585.5,38.2,61.3,15.1,0.246,-2,0.76,-2.67,7.6e-03,1.0e+00,0.0536,9,67.7,54.1,62.1,20.1,12.6,12.6
ENST00000484256.1,37.4,69.5,5.3,0.076,-3.7,1.4,-2.66,7.9e-03,1.0e+00,0.0555,10,81.4,53.2,74,0,2.1,13.7
ENST00000266304.8,135.3,17.7,252.9,14.209,3.8,1.44,2.65,8.0e-03,1.0e+00,0.0561,10,29.4,0,23.8,288.4,238.1,232.1
ENST00000617837.4,11.8,0,23.6,155.139,7.3,2.76,2.64,8.3e-03,1.0e+00,0.0576,10,0,0,0,52.9,17.8,0
ENST00000470753.1,11.4,19.8,3,0.154,-2.7,1.02,-2.64,8.4e-03,1.0e+00,0.0576,10,17.8,27.1,14.5,2.5,3.1,3.4
ENST00000608025.2,6.7,1,12.3,11.623,3.5,1.34,2.64,8.4e-03,1.0e+00,0.0576,10,1.4,0,1.7,15.1,12.6,9.1
ENST00000465752.1,17.2,34.4,0,0.006,-7.3,2.79,-2.63,8.5e-03,1.0e+00,0.0578,11,0,59.9,43.4,0,0,0
ENST00000402979.1,10.4,0,20.9,137.521,7.1,2.71,2.62,8.7e-03,1.0e+00,0.0594,11,0,0,0,0,28.3,34.3
ENST00000487669.5,3.7,7.5,0,0.028,-5.1,1.97,-2.6,9.2e-03,1.0e+00,0.0615,11,6.2,6.8,9.4,0,0,0
ENST00000441493.6,221.5,104.9,338,3.221,1.7,0.65,2.6,9.3e-03,1.0e+00,0.0615,11,98.5,93.8,122.5,283.3,330.4,400.2
ENST00000610913.1,25.9,10.2,41.6,4.074,2,0.78,2.6,9.3e-03,1.0e+00,0.0615,12,8.9,11.6,10.2,36.5,35.7,52.6
ENST00000399813.1,12.6,1.1,24,19.95,4.3,1.66,2.6,9.3e-03,1.0e+00,0.0615,12,3.4,0,0,41.6,16.8,13.7
ENST00000320996.14,15.9,1.1,30.6,25.639,4.7,1.8,2.6,9.3e-03,1.0e+00,0.0615,12,3.4,0,0,13.9,9.4,68.6
ENST00000337304.2,43.4,68.7,18.1,0.265,-1.9,0.74,-2.6,9.3e-03,1.0e+00,0.0615,12,53.4,73.5,79.1,15.1,19.9,19.4
ENST00000337989.11,10.6,0,21.3,140.046,7.1,2.75,2.6,9.4e-03,1.0e+00,0.0617,12,0,0,0,22.7,0,41.2
ENST00000249016.4,9,1,17.1,18.855,4.2,1.63,2.59,9.6e-03,1.0e+00,0.0623,12,0,2.9,0,15.1,16.8,19.4
ENST00000464790.1,3.7,7.5,0,0.028,-5.1,1.99,-2.59,9.7e-03,1.0e+00,0.063,12,8.2,4.8,9.4,0,0,0
ENST00000402849.5,14.4,28.9,0,0.007,-7.1,2.76,-2.57,1.0e-02,1.0e+00,0.066,13,33.5,53.2,0,0,0,0
ENST00000397278.7,21.7,41.1,2.3,0.056,-4.2,1.63,-2.56,1.0e-02,1.0e+00,0.0667,13,46.5,43.5,33.2,0,0,6.9
ENST00000383045.7,57.3,4.3,110.2,25.089,4.6,1.82,2.55,1.1e-02,1.0e+00,0.069,14,13,0,0,75.6,139.5,115.5
ENST00000216146.8,713.5,1064.6,362.4,0.34,-1.6,0.61,-2.53,1.1e-02,1.0e+00,0.0715,14,1247,999.8,947,369,365,353.3
ENST00000354869.7,9.2,0,18.4,121.081,6.9,2.74,2.53,1.2e-02,1.0e+00,0.0727,14,0,0,0,35.3,19.9,0
ENST00000382011.9,66.6,122.5,10.7,0.087,-3.5,1.4,-2.52,1.2e-02,1.0e+00,0.0737,15,127.9,74.5,165.1,12.6,0,19.4
ENST00000216117.8,36.2,57,15.5,0.272,-1.9,0.75,-2.52,1.2e-02,1.0e+00,0.0737,15,56.1,49.3,65.5,13.9,18.9,13.7
ENST00000409652.4,140.4,212.5,68.3,0.321,-1.6,0.65,-2.52,1.2e-02,1.0e+00,0.0739,15,227.1,193.4,217,81.9,57.7,65.2
ENST00000253413.9,311.4,161.6,461.1,2.853,1.5,0.6,2.51,1.2e-02,1.0e+00,0.0753,15,158.7,158.6,167.6,487.3,450,445.9
ENST00000402472.2,5.3,0.8,9.8,12.318,3.6,1.45,2.5,1.2e-02,1.0e+00,0.0764,16,1.4,1,0,8.8,12.6,8
ENST00000418170.5,12,23.9,0,0.009,-6.8,2.74,-2.49,1.3e-02,1.0e+00,0.078,16,36.9,0,34.9,0,0,0
ENST00000412658.5,4.3,8.7,0,0.024,-5.4,2.16,-2.49,1.3e-02,1.0e+00,0.0791,16,16.4,1.9,7.7,0,0,0
ENST00000480246.1,27,11.4,42.6,3.731,1.9,0.77,2.45,1.4e-02,1.0e+00,0.0857,18,10.9,9.7,13.6,42.8,33.6,51.5
ENST00000331437.3,3,0,5.9,39.183,5.3,2.19,2.42,1.6e-02,1.0e+00,0.095,20,0,0,0,11.3,3.1,3.4
ENST00000403313.5,3.1,6.2,0,0.034,-4.9,2.02,-2.41,1.6e-02,1.0e+00,0.0954,20,6.8,5.8,6,0,0,0
ENST00000622694.4,10.6,21.1,0,0.01,-6.6,2.76,-2.41,1.6e-02,1.0e+00,0.0961,20,31.5,31.9,0,0,0,0
ENST00000604539.1,3.4,0.2,6.5,22.11,4.5,1.86,2.4,1.6e-02,1.0e+00,0.0966,20,0.7,0,0,6.3,4.2,9.1
ENST00000400249.6,10,20,0,0.011,-6.6,2.75,-2.39,1.7e-02,1.0e+00,0.0991,21,32.8,0,27.2,0,0,0
ENST00000398242.2,3.1,6.1,0,0.034,-4.9,2.03,-2.39,1.7e-02,1.0e+00,0.0991,21,7.5,5.8,5.1,0,0,0
ENST00000311597.9,35.4,6.6,64.1,9.755,3.3,1.38,2.38,1.7e-02,1.0e+00,0.1014,22,0,9.7,10.2,64.2,49.3,78.9
ENST00000216268.5,86.4,129.6,43.3,0.334,-1.6,0.66,-2.38,1.7e-02,1.0e+00,0.102,22,123.8,137.3,127.6,36.5,42,51.5
ENST00000623543.1,59.4,25.1,93.6,3.73,1.9,0.8,2.37,1.8e-02,1.0e+00,0.1027,22,20.5,39.6,15.3,88.1,109.1,83.5
ENST00000465861.1,2.5,0,5,32.798,5,2.14,2.36,1.8e-02,1.0e+00,NA,NA,0,0,0,5,4.2,5.7
ENST00000461241.1,3.2,0.3,6.2,20.953,4.4,1.86,2.36,1.9e-02,1.0e+00,0.1072,23,0,0,0.9,8.8,5.2,4.6
ENST00000357436.4,20.7,33.7,7.8,0.23,-2.1,0.9,-2.35,1.9e-02,1.0e+00,0.1083,24,45.1,33.8,22.1,11.3,6.3,5.7
ENST00000406548.5,195,290.6,99.3,0.342,-1.5,0.67,-2.33,2.0e-02,1.0e+00,0.1144,25,290,268.8,313.1,108.3,117.5,72
ENST00000318109.11,6.4,12.1,0.8,0.063,-4,1.72,-2.33,2.0e-02,1.0e+00,0.1144,25,14.4,5.8,16.2,0,0,2.3
ENST00000461967.1,4,7.7,0.3,0.053,-4.2,1.82,-2.32,2.0e-02,1.0e+00,0.1144,25,12.3,5.8,5.1,0,1,0
ENST00000420902.1,5,9.2,0.8,0.084,-3.6,1.54,-2.32,2.0e-02,1.0e+00,0.1154,26,10.3,10.6,6.8,1.3,0,1.1
ENST00000333611.8,6.5,0,12.9,85.156,6.4,2.77,2.32,2.1e-02,1.0e+00,0.1156,26,0,0,0,25.2,13.6,0
ENST00000477296.5,11,19.4,2.5,0.134,-2.9,1.26,-2.3,2.1e-02,1.0e+00,0.1193,27,8.2,18.4,31.5,1.3,5.2,1.1
ENST00000461307.5,48.3,24,72.6,3.03,1.6,0.69,2.3,2.1e-02,1.0e+00,0.1193,27,22.6,29,20.4,66.7,74.5,76.6
ENST00000342312.9,39,62.3,15.6,0.25,-2,0.87,-2.3,2.2e-02,1.0e+00,0.1201,27,68.4,58,60.4,18.9,6.3,21.7
ENST00000490741.1,3.3,0.3,6.4,21.57,4.4,1.93,2.3,2.2e-02,1.0e+00,0.1201,27,0,0,0.9,2.5,6.3,10.3
ENST00000290730.11,8.7,17.5,0,0.012,-6.4,2.78,-2.29,2.2e-02,1.0e+00,0.1201,27,15,0,37.4,0,0,0
ENST00000463509.1,19.1,8.5,29.6,3.489,1.8,0.79,2.29,2.2e-02,1.0e+00,0.1211,28,8.2,9.7,7.7,27.7,31.5,29.7
ENST00000216129.6,123.7,182,65.4,0.36,-1.5,0.65,-2.28,2.2e-02,1.0e+00,0.1227,28,173.7,180.8,191.4,60.4,77.6,58.3
ENST00000423180.2,7.3,13.5,1,0.081,-3.6,1.6,-2.27,2.3e-02,1.0e+00,0.1266,29,15,14.5,11.1,0,3.1,0
ENST00000335539.7,8.2,16.3,0,0.013,-6.3,2.8,-2.24,2.5e-02,1.0e+00,0.1361,32,0,25.1,23.8,0,0,0
ENST00000402321.5,5.5,0,11,72.455,6.2,2.76,2.24,2.5e-02,1.0e+00,0.1361,32,0,0,0,0,14.7,18.3
ENST00000490967.5,3.3,0.2,6.4,21.411,4.4,1.99,2.22,2.6e-02,1.0e+00,0.1412,33,0.7,0,0,12.6,4.2,2.3
ENST00000608644.1,2.3,0,4.5,29.681,4.9,2.21,2.22,2.7e-02,1.0e+00,NA,NA,0,0,0,3.8,6.3,3.4
ENST00000471040.5,6.8,12,1.5,0.127,-3,1.34,-2.21,2.7e-02,1.0e+00,0.1442,34,13.7,8.7,13.6,2.5,2.1,0
ENST00000403251.1,118.9,64.8,173,2.668,1.4,0.64,2.21,2.7e-02,1.0e+00,0.1446,34,73.9,61.9,58.7,162.4,191.9,164.6
ENST00000348911.10,303.4,166.5,440.2,2.643,1.4,0.64,2.2,2.8e-02,1.0e+00,0.147,35,184,133.4,182.1,410.5,495.1,415.1
ENST00000399167.6,6,0,12,78.763,6.3,2.87,2.2,2.8e-02,1.0e+00,0.1484,35,0,0,0,30.2,0,5.7
ENST00000435822.5,116.4,181,51.8,0.286,-1.8,0.83,-2.19,2.9e-02,1.0e+00,0.1506,36,190.8,141.2,211,71.8,23.1,60.6
ENST00000419133.5,2.6,5.2,0,0.04,-4.6,2.12,-2.19,2.9e-02,1.0e+00,0.1509,36,5.5,6.8,3.4,0,0,0
ENST00000469086.5,13.7,4.2,23.2,5.676,2.5,1.15,2.18,2.9e-02,1.0e+00,0.1535,37,0.7,5.8,6,32.7,22,14.9
ENST00000215885.3,4.3,7.9,0.7,0.096,-3.4,1.56,-2.17,3.0e-02,1.0e+00,0.1553,38,8.9,8.7,6,0,1,1.1
ENST00000609839.1,2.1,0,4.2,27.963,4.8,2.22,2.17,3.0e-02,1.0e+00,NA,NA,0,0,0,5,3.1,4.6
ENST00000536101.5,7.2,14.3,0,0.015,-6.1,2.81,-2.17,3.0e-02,1.0e+00,0.1566,38,32.8,0,10.2,0,0,0
ENST00000447733.5,8,16.1,0,0.013,-6.3,2.89,-2.16,3.0e-02,1.0e+00,0.1566,39,0,40.6,7.7,0,0,0
ENST00000458073.5,2.9,5.7,0,0.037,-4.8,2.2,-2.16,3.1e-02,1.0e+00,0.1566,39,6.8,8.7,1.7,0,0,0
ENST00000407550.3,2.6,5.3,0,0.04,-4.6,2.15,-2.16,3.1e-02,1.0e+00,0.1572,39,3.4,3.9,8.5,0,0,0
ENST00000326597.6,7.4,12.6,2.2,0.18,-2.5,1.15,-2.16,3.1e-02,1.0e+00,0.1572,39,10.9,17.4,9.4,1.3,3.1,2.3
ENST00000432883.5,5,0,10,65.473,6,2.8,2.15,3.1e-02,1.0e+00,0.1592,40,0,0,0,13.9,0,16
ENST00000452250.5,5.1,0,10.2,66.962,6.1,2.83,2.15,3.2e-02,1.0e+00,0.1603,40,0,0,0,21.4,0,9.1
ENST00000400451.6,4.7,0,9.5,62.627,6,2.78,2.14,3.2e-02,1.0e+00,0.1603,40,0,0,0,0,13.6,14.9
ENST00000248958.4,21.1,34.1,8.1,0.24,-2.1,0.96,-2.14,3.2e-02,1.0e+00,0.1603,41,34.9,30.9,36.6,6.3,14.7,3.4
ENST00000405219.7,17.5,32.3,2.7,0.083,-3.6,1.68,-2.14,3.2e-02,1.0e+00,0.1614,41,32.8,37.7,26.4,0,0,8
ENST00000416905.1,6.5,12.9,0,0.016,-5.9,2.78,-2.14,3.3e-02,1.0e+00,0.1618,41,22.6,0,16.2,0,0,0
ENST00000432404.5,32.4,2.5,62.4,25.6,4.7,2.19,2.13,3.3e-02,1.0e+00,0.1623,42,0,4.8,2.6,166.2,21,0
ENST00000615031.4,17.6,28.6,6.6,0.23,-2.1,0.99,-2.13,3.3e-02,1.0e+00,0.1624,42,28.7,23.2,34,11.3,6.3,2.3
ENST00000482720.1,2.5,4.9,0,0.043,-4.5,2.14,-2.13,3.3e-02,1.0e+00,NA,NA,4.1,3.9,6.8,0,0,0
ENST00000613780.4,173.9,30.8,317,10.278,3.4,1.58,2.12,3.4e-02,1.0e+00,0.1654,43,45.1,47.4,0,163.7,475.1,312.1
ENST00000216254.8,376.2,220.8,531.6,2.408,1.3,0.6,2.12,3.4e-02,1.0e+00,0.1654,43,225.7,214.7,222.1,533.9,532.8,528.2
ENST00000398831.7,19.7,36.4,2.9,0.079,-3.7,1.72,-2.12,3.4e-02,1.0e+00,0.1654,43,23.9,44.5,40.8,8.8,0,0
ENST00000397525.5,4.7,0,9.4,61.733,5.9,2.81,2.12,3.4e-02,1.0e+00,0.1654,43,0,0,0,11.3,16.8,0
ENST00000354694.11,118.2,169.4,67,0.395,-1.3,0.64,-2.11,3.5e-02,1.0e+00,0.1689,44,154.6,173.1,180.4,73,65,62.9
ENST00000485631.1,11.6,1.7,21.5,12.691,3.7,1.74,2.11,3.5e-02,1.0e+00,0.1689,45,0,0,5.1,29,11.5,24
ENST00000608842.1,14.4,6.4,22.4,3.528,1.8,0.86,2.11,3.5e-02,1.0e+00,0.1689,45,5.5,6.8,6.8,29,21,17.2
ENST00000421374.5,34.1,4.3,63.9,14.547,3.9,1.84,2.1,3.5e-02,1.0e+00,0.1689,45,13,0,0,57.9,51.4,82.3
ENST00000452138.3,12.7,23.3,2.1,0.088,-3.5,1.67,-2.1,3.6e-02,1.0e+00,0.1689,45,21.2,29,19.6,6.3,0,0
ENST00000381535.4,4.4,0,8.8,57.814,5.9,2.8,2.09,3.6e-02,1.0e+00,0.1724,46,0,0,0,0,12.6,13.7
ENST00000324198.10,156,86.5,225.6,2.608,1.4,0.66,2.09,3.7e-02,1.0e+00,0.1724,46,92.3,102.5,64.7,215.3,246.5,215
ENST00000252134.11,6.2,1.5,10.9,7.541,2.9,1.4,2.09,3.7e-02,1.0e+00,0.1738,47,0,1.9,2.6,7.6,11.5,13.7
ENST00000634017.1,2,0,4.1,26.943,4.8,2.28,2.08,3.7e-02,1.0e+00,NA,NA,0,0,0,2.5,6.3,3.4
ENST00000357586.6,123.9,11.9,235.8,19.848,4.3,2.07,2.08,3.7e-02,1.0e+00,0.1746,48,0,35.8,0,258.1,227.6,221.8
ENST00000406855.7,3.1,5.8,0.3,0.07,-3.8,1.84,-2.08,3.8e-02,1.0e+00,0.1766,48,7.5,4.8,5.1,0,1,0
ENST00000462188.1,8.2,14.5,1.8,0.128,-3,1.44,-2.06,3.9e-02,1.0e+00,0.1818,50,4.8,25.1,13.6,0,3.1,2.3
ENST00000266095.9,6,12.1,0,0.017,-5.8,2.83,-2.06,3.9e-02,1.0e+00,0.1818,50,0,18.4,17.9,0,0,0
ENST00000429360.5,40.8,61.7,19.8,0.32,-1.6,0.8,-2.05,4.0e-02,1.0e+00,0.1841,51,60.2,49.3,75.7,22.7,25.2,11.4
ENST00000460267.1,2.5,0.3,4.6,15.658,4,1.94,2.05,4.1e-02,1.0e+00,NA,NA,0,1,0,6.3,4.2,3.4
ENST00000624676.1,4.6,8.1,1.1,0.143,-2.8,1.37,-2.05,4.1e-02,1.0e+00,0.1877,52,5.5,6.8,11.9,1.3,1,1.1
ENST00000446951.1,5.7,11.4,0,0.019,-5.8,2.82,-2.04,4.1e-02,1.0e+00,0.1878,52,23.9,0,10.2,0,0,0
ENST00000545681.2,4.3,0,8.6,56.516,5.8,2.85,2.04,4.1e-02,1.0e+00,0.1884,53,0,0,0,0,6.3,19.4
ENST00000403663.6,42.7,65.2,20.1,0.307,-1.7,0.84,-2.03,4.2e-02,1.0e+00,0.1913,54,75.2,54.1,66.4,31.5,10.5,18.3
ENST00000415762.6,15.3,26.6,3.9,0.15,-2.7,1.35,-2.03,4.2e-02,1.0e+00,0.1915,54,39,13.5,27.2,0,8.4,3.4
ENST00000496819.1,2.2,4.4,0,0.048,-4.4,2.16,-2.03,4.3e-02,1.0e+00,NA,NA,4.1,4.8,4.3,0,0,0
ENST00000420968.5,2,0,3.9,25.68,4.7,2.31,2.03,4.3e-02,1.0e+00,NA,NA,0,0,0,6.3,3.1,2.3
ENST00000402077.7,4.5,0,8.9,58.719,5.9,2.9,2.03,4.3e-02,1.0e+00,0.1928,55,0,0,0,5,0,21.7
ENST00000396680.2,570.4,798.5,342.4,0.429,-1.2,0.6,-2.02,4.3e-02,1.0e+00,0.1928,55,863.9,715.5,816,347.6,349.3,330.4
ENST00000216194.11,51.4,89.9,13,0.145,-2.8,1.38,-2.02,4.3e-02,1.0e+00,0.1928,55,99.2,88,82.5,0,25.2,13.7
ENST00000429300.5,12.9,3.5,22.3,6.406,2.7,1.33,2.02,4.4e-02,1.0e+00,0.1946,56,2.7,0,7.7,17.6,24.1,25.2
ENST00000406644.7,79.7,9,150.3,16.742,4.1,2.02,2.01,4.4e-02,1.0e+00,0.1957,57,0,27.1,0,129.7,164.7,156.6
ENST00000578905.1,2.7,0.2,5.1,17.318,4.1,2.06,2,4.5e-02,1.0e+00,0.2014,58,0.7,0,0,2.5,10.5,2.3
ENST00000442216.1,11.3,18.6,4,0.212,-2.2,1.12,-2,4.6e-02,1.0e+00,0.2015,59,21.9,13.5,20.4,7.6,1,3.4
ENST00000403532.7,5.1,10.3,0,0.02,-5.6,2.81,-2,4.6e-02,1.0e+00,0.2015,59,13,0,17.9,0,0,0
ENST00000382363.7,20,9.3,30.7,3.279,1.7,0.86,1.99,4.6e-02,1.0e+00,0.2035,60,14.4,6.8,6.8,26.4,30.4,35.4
ENST00000405742.7,5.1,10.1,0,0.021,-5.6,2.81,-1.99,4.7e-02,1.0e+00,0.206,61,18.5,0,11.9,0,0,0
ENST00000383038.7,14.7,25.6,3.7,0.143,-2.8,1.43,-1.97,4.9e-02,1.0e+00,0.2133,63,12.3,27.1,37.4,8.8,0,2.3
ENST00000446658.6,3.8,0,7.5,49.412,5.6,2.87,1.96,5.0e-02,1.0e+00,0.2164,64,0,0,0,8.8,0,13.7
ENST00000414786.6,3.7,0,7.4,48.782,5.6,2.86,1.96,5.0e-02,1.0e+00,0.2164,64,0,0,0,13.9,8.4,0
ENST00000332585.10,46.3,22.9,69.8,3.05,1.6,0.82,1.96,5.0e-02,1.0e+00,0.2164,64,22.6,14.5,31.5,83.1,83.9,42.3
ENST00000215794.7,13.8,21.2,6.4,0.302,-1.7,0.89,-1.95,5.1e-02,1.0e+00,0.2195,66,24.6,19.3,19.6,5,8.4,5.7
ENST00000380817.7,247.3,151.1,343.6,2.275,1.2,0.61,1.95,5.1e-02,1.0e+00,0.2195,66,145,164.4,143.8,356.4,344,330.4
ENST00000623111.1,147.4,86.2,208.6,2.418,1.3,0.65,1.95,5.2e-02,1.0e+00,0.2195,66,84.8,94.8,79.1,256.9,196.1,172.7
ENST00000479489.5,4.9,8.9,0.8,0.09,-3.5,1.78,-1.95,5.2e-02,1.0e+00,0.2195,66,4.1,10.6,11.9,2.5,0,0
ENST00000435439.5,12.7,3.3,22.2,6.557,2.7,1.4,1.94,5.2e-02,1.0e+00,0.2195,67,8.2,0,1.7,25.2,23.1,18.3
ENST00000405409.6,463.1,286.5,639.7,2.233,1.2,0.6,1.94,5.2e-02,1.0e+00,0.2195,67,277.7,296.8,285,649.8,620.9,648.3
ENST00000406880.1,2.1,4.2,0,0.05,-4.3,2.22,-1.94,5.2e-02,1.0e+00,NA,NA,2.7,3.9,6,0,0,0
ENST00000458623.1,2.3,4.6,0,0.046,-4.4,2.29,-1.94,5.3e-02,1.0e+00,NA,NA,3.4,8.7,1.7,0,0,0
ENST00000458302.5,1.7,0,3.5,22.939,4.5,2.34,1.93,5.4e-02,1.0e+00,NA,NA,0,0,0,5,3.1,2.3
ENST00000434942.1,3.9,0.9,7,8.313,3.1,1.59,1.93,5.4e-02,1.0e+00,0.2279,70,0.7,1.9,0,3.8,11.5,5.7
ENST00000619710.4,4.8,9.7,0,0.022,-5.5,2.86,-1.92,5.4e-02,1.0e+00,0.2279,70,0,14.5,14.5,0,0,0
ENST00000494535.1,2,4.1,0,0.052,-4.3,2.23,-1.92,5.5e-02,1.0e+00,NA,NA,3.4,2.9,6,0,0,0
ENST00000620145.4,174,18.4,329.6,17.88,4.2,2.17,1.92,5.5e-02,1.0e+00,0.2305,72,0,0,55.3,511.3,171,306.4
ENST00000433183.2,4.1,0.7,7.5,10.188,3.3,1.75,1.92,5.5e-02,1.0e+00,0.2308,72,2.1,0,0,6.3,10.5,5.7
ENST00000457270.5,4.6,9.1,0,0.023,-5.4,2.85,-1.91,5.7e-02,1.0e+00,0.2349,74,10.9,16.4,0,0,0,0
ENST00000361684.8,11.4,0,22.7,149.702,7.2,3.8,1.9,5.7e-02,1.0e+00,0.2359,74,0,0,0,0,68.2,0
ENST00000333027.7,75.3,43.4,107.1,2.467,1.3,0.69,1.9,5.8e-02,1.0e+00,0.2363,74,42.4,36.7,51.1,123.4,113.3,84.6
ENST00000495096.5,26.7,14.8,38.6,2.619,1.4,0.73,1.9,5.8e-02,1.0e+00,0.2363,75,14.4,15.5,14.5,34,43,38.9
ENST00000492582.5,4.5,8.9,0,0.024,-5.4,2.85,-1.9,5.8e-02,1.0e+00,0.2363,75,12.3,14.5,0,0,0,0
ENST00000414985.5,3.4,0,6.8,44.633,5.5,2.89,1.9,5.8e-02,1.0e+00,0.2363,75,0,0,0,10.1,0,10.3
ENST00000263207.7,34.8,9.1,60.5,6.626,2.7,1.44,1.89,5.8e-02,1.0e+00,0.2371,76,21.2,0,6,75.6,55.6,50.3
ENST00000467812.1,2,3.9,0,0.054,-4.2,2.23,-1.89,5.8e-02,1.0e+00,NA,NA,2.7,4.8,4.3,0,0,0
ENST00000439214.1,6.1,11,1.1,0.104,-3.3,1.72,-1.89,5.8e-02,1.0e+00,0.2371,76,9.6,17.4,6,0,0,3.4
ENST00000612619.1,11,0,22,145.098,7.2,3.8,1.89,5.9e-02,1.0e+00,0.2371,76,0,0,0,0,66.1,0
ENST00000440946.5,4.5,7.9,1.1,0.143,-2.8,1.49,-1.88,6.0e-02,1.0e+00,0.2407,78,4.8,8.7,10.2,0,1,2.3
ENST00000390331.3,2,3.9,0,0.054,-4.2,2.24,-1.88,6.0e-02,1.0e+00,NA,NA,5.5,2.9,3.4,0,0,0
ENST00000414287.5,4.1,7.4,0.8,0.104,-3.3,1.74,-1.88,6.0e-02,1.0e+00,0.2411,78,6.8,6.8,8.5,0,0,2.3
ENST00000477111.2,2,3.9,0,0.054,-4.2,2.24,-1.88,6.0e-02,1.0e+00,NA,NA,2.7,3.9,5.1,0,0,0
ENST00000484615.5,14.1,22.7,5.4,0.238,-2.1,1.11,-1.87,6.1e-02,1.0e+00,0.2445,80,25.3,9.7,33.2,5,2.1,9.1
ENST00000334029.6,19.1,3.2,35.1,10.795,3.4,1.84,1.87,6.2e-02,1.0e+00,0.2472,81,9.6,0,0,16.4,54.5,34.3
ENST00000399539.3,4.4,1.2,7.6,6.52,2.7,1.46,1.86,6.3e-02,1.0e+00,0.2512,83,0,1.9,1.7,6.3,7.3,9.1
ENST00000455726.5,3.1,0,6.2,40.867,5.4,2.89,1.85,6.4e-02,1.0e+00,0.253,84,0,0,0,0,9.4,9.1
ENST00000249005.2,12.4,19.3,5.4,0.281,-1.8,0.99,-1.85,6.5e-02,1.0e+00,0.2551,84,22.6,17.4,17.9,8.8,5.2,2.3
ENST00000216027.7,5.7,10.4,1,0.104,-3.3,1.77,-1.84,6.5e-02,1.0e+00,0.2551,85,17.1,3.9,10.2,0,3.1,0
ENST00000493335.5,3.2,0,6.3,41.63,5.4,2.92,1.84,6.5e-02,1.0e+00,0.2551,85,0,0,0,7.6,0,11.4
ENST00000433728.5,4.1,8.3,0,0.026,-5.3,2.87,-1.84,6.5e-02,1.0e+00,0.2551,85,17.1,0,7.7,0,0,0
ENST00000475850.1,5.8,10.4,1.3,0.117,-3.1,1.68,-1.84,6.5e-02,1.0e+00,0.2551,85,10.3,10.6,10.2,3.8,0,0
ENST00000439453.5,3.1,0,6.3,41.403,5.4,2.92,1.84,6.5e-02,1.0e+00,0.2551,86,0,0,0,12.6,6.3,0
ENST00000413665.5,3.1,0,6.1,40.466,5.3,2.9,1.84,6.6e-02,1.0e+00,0.2557,86,0,0,0,0,11.5,6.9
ENST00000486003.1,6.8,2.4,11.1,4.747,2.2,1.22,1.84,6.6e-02,1.0e+00,0.2565,87,0.7,4.8,1.7,10.1,8.4,14.9
ENST00000398319.6,66.3,123.1,9.7,0.078,-3.7,2.01,-1.83,6.7e-02,1.0e+00,0.2578,87,117,52.2,200,29,0,0
ENST00000477256.5,276.4,390,162.7,0.417,-1.3,0.69,-1.83,6.7e-02,1.0e+00,0.2579,88,456.9,348.1,365,221.6,125.9,140.6
ENST00000457069.1,1.7,0,3.4,22.337,4.5,2.45,1.83,6.7e-02,1.0e+00,NA,NA,0,0,0,3.8,5.2,1.1
ENST00000357137.8,60,86.1,33.9,0.394,-1.3,0.73,-1.83,6.7e-02,1.0e+00,0.2579,88,77.3,90.9,90.2,26.4,27.3,48
ENST00000333137.11,33.4,61,5.9,0.098,-3.3,1.84,-1.82,6.8e-02,1.0e+00,0.2605,89,57.5,59,66.4,0,17.8,0
ENST00000427389.5,4.1,8.2,0,0.026,-5.3,2.9,-1.82,6.9e-02,1.0e+00,0.2613,90,0,14.5,10.2,0,0,0
ENST00000483415.5,66.5,114.3,18.8,0.164,-2.6,1.43,-1.82,6.9e-02,1.0e+00,0.2615,90,101.2,113.1,128.5,0,35.7,20.6
ENST00000405675.7,41.7,60,23.3,0.389,-1.4,0.75,-1.82,6.9e-02,1.0e+00,0.2615,90,71.1,41.6,67.2,26.4,24.1,19.4
ENST00000216271.9,3.9,7.7,0,0.027,-5.2,2.86,-1.81,7.0e-02,1.0e+00,0.263,91,9.6,0,13.6,0,0,0
ENST00000430883.5,1.5,0,3,19.979,4.3,2.39,1.81,7.1e-02,1.0e+00,NA,NA,0,0,0,2.5,3.1,3.4
ENST00000216252.3,54.7,78.9,30.6,0.387,-1.4,0.76,-1.8,7.1e-02,1.0e+00,0.268,94,91.7,74.5,70.6,37.8,35.7,18.3
ENST00000462641.1,4.2,7.6,0.8,0.1,-3.3,1.84,-1.8,7.2e-02,1.0e+00,0.2703,95,3.4,13.5,6,0,0,2.3
ENST00000331454.3,2.9,0,5.9,38.646,5.3,2.93,1.8,7.2e-02,1.0e+00,0.2705,95,0,0,0,11.3,6.3,0
ENST00000483631.1,4,7.3,0.8,0.105,-3.2,1.81,-1.79,7.3e-02,1.0e+00,0.2721,96,4.1,5.8,11.9,0,0,2.3
ENST00000424387.5,4,8,0,0.027,-5.2,2.92,-1.79,7.3e-02,1.0e+00,0.2721,96,0,7.7,16.2,0,0,0
ENST00000413574.6,3.8,7.6,0,0.028,-5.2,2.89,-1.79,7.4e-02,1.0e+00,0.2721,96,13,9.7,0,0,0,0
ENST00000509549.5,4,8,0,0.026,-5.2,2.94,-1.79,7.4e-02,1.0e+00,0.2721,97,4.8,19.3,0,0,0,0
